Book	Smell_Word	Smell_Source	Quality	Odour_Carrier	Evoked_Odorant	Location	Perceiver	Time	Circumstances	Effect	SentenceBefore	Sentence	SentenceAfter
bl08064	reeking|reeking reeking	native	reeking|reeking								, etc .	The most ridiculous statement of all was that the Boers ravished the native women ! Anybody knowing a Boer would know how impossible this is ! A Boer shrinks from touching the hands of the dirty , oily , reeking reeking native ; how much more would he shrink from embracin ga .	native woman ! As we have said , Steve had been to the Malaboch war himself .
bl08064	scent						the reader				— Third Edition .	book is a tortuous and mazy tale of mystery , very ingenious in throwing throwing the reader off the scent while luring him on through a cleverly woven web of mystery , which is only unravelled in the very last — St James ' s Budget .	Supplementary List _ * .
bl08065	Fragrant|Fragrant		Fragrant|Fragrant								FOS ROWLANDS ' KAL7SOB I ROWLANDS ' A p F ODONTO .	A Pure , Fragrant , and Non - gritty _ _ Tooth Powder .	WHITENS THE ; rnEETH .
bl08065	smell		peculiar saline|fishy	their garments		in the spare part of the room					And here the coroner sat with the parson and clerk ; while the jury who had been solemnly sworn over the dead body sat on a bench hard by .	A mixed assembly of weather - beaten fishermen , their garments giving out a peculiar saline , fishy smell , crowded together - in the spare part of the room ; while the preventive guard and the watchmen frowned portentously at one of the fishermen who was rash enough to hazard a half - whispered remark .	Sowler was the first witness called .
bl08065	fragrance	a bunch of early violets|their	gentle								Come in , Agnes , dear — you must let me call you Agnes , you know — come in , child , you must be tired after your long and Miss Powys took her up to a cosy little room , furnished in quaint style , the latticed window of which looked far away over the leas and fields suurronding the old fashioned house .	On a table a bunch of early violets , placed there by the tender hearted little woman who helped Agnes to take off her things , spread their gentle fragrance around .	And now I will leave you to Miss Powys said ; do not be down - hearted , my she continued , with a gentle caress , as she saw Agnes ' pained face .
bl08065	smell	the|their	unpleasant								CHAPTER IV .	OST of the houses which existed ninety - six years ago are still standing ; the roughly paved streets , with the open drains , giving out their unpleasant smell , have not been - L t - L altered ; while the old fort , with its heavy walls and moat , and its quaint drawbridge , still frowns over the bay in threatening protection .	Yet the French port of Charette now differs considerably from what it did then .
bl08065	odour	the soup	savoury			from the hearth					This may be my last voyage , and I will then ask you in marriage of your good and Hans shot an amorous glance at her .	When one cannot say anything nice , silence is discreet ; so , with a vigorous pretence of looking after the soup that was giving out a savoury odour from the hearth , Suzanne clattered the wooden spoon into the pot .	But surely , as she leant over it , it was not entirely the fire which caused that deepened flush to mount to her temples .
bl08066	scent	of riot and plunder					the wolves of London			from their dens	Mac nor her companions notice this , so absorbed are they in the fiery conflict before them .	Behind , the wolves of London , drawn from their dens by the scent of riot and plunder , begin to gather in twos and threes , and gangs .	Pasty - faced creatures , with shifty eyes and evil - smelling clothes , whose hair has been cut in many a gaol , but their claws — never .
bl08066	smelling|smelling	clothes	evil - smelling|smelling								Behind , the wolves of London , drawn from their dens by the scent of riot and plunder , begin to gather in twos and threes , and gangs .	Pasty - faced creatures , with shifty eyes and evil - smelling clothes , whose hair has been cut in many a gaol , but their claws — never .	They come and foregather Avith a common instinct , some DICK IS AFRAID 95 mother and our dear calling you I might pick it up — Poll - parrot like ; but it seems like a let - down just now .
bl08066	scent		false				I|he				Lord Wadehurst stumbled on what had actually happened to the girl Goulding , and , misled by some expressions Avhich fell from her in her delirium , sprang to the conclusion that she was Frances Lady Gault .	When he blundered out his assertion assertion that she had been murdered and I knew it , my heart jumped into my mouth ; but almost in the same breath he added ' robbed and murdered , ' and then I knew he was on a false scent .	This faculty of BACK WITH HONOUR 103 She found mother , and gasped : ' He has come — Di — Lord Wadehurst ! ' ' Well , my love , ' mother replied , with provoking calmness , ' go to the drawingroom drawingroom and receive him ; / ' ; ; / not dressed for company , and father has to change his things .
bl08067	smelling	of tan - water									The End of a Busy Life 11 Nor was there anything in the office to account for it .	No empty bottle , no cup or glass , beyond the one smelling of tan - water , to throw light on the grim affair .	He ' s been complaining of his chest lately , said Mrs .
bl08067	aroma		most grateful				the nostrils of the hungry boys				Close enough to the fire to keep its contents warm was a moderate - sized , stout - made iron saucepan .	The man took off the lid , and a most grateful aroma saluted the nostrils of the hungry boys .	Metal platters were brought The Missing Million 44 out , and a hearty meal of stewed river turtle and vegetables was speedily partaken of .
bl08067	sniffed			the air			he				It enabled him to locate the position recently occupied by the peccaries .	Approaching the spot he sniffed the air suspiciously .	suspiciously .
bl08067	scented	blood			of a hound		He				suspiciously .	He had the nostrils of a hound , and scented blood .	He knew when he had arrived at the spot without examining the ground .
bl08067	sniff						the boys				Where ' s Taddy ? inquired Tom .	answered Steady with a sniff ; cut and exclaimed the boys in chorus .	up rough because I objected to his wearing the sarspan as a bell - topper said Steady ; & # 34 ; he ' s likewise let the fire out , but before I got the chance of - ur - postulating with him he was off full Which way did he go ? Over yonder , towards the hills .
bl08067	sniffed|scent			the air			he				There was an eager , restless air about him which he had not shown earlier .	Now and then as he glided along he threw up his head and sniffed the air like a bloodhound on the scent .	And it made John Paton uneasy too , but neither said a word .
bl08067	scent						the				When in doubt he ran about on all fours so much like a hound that it was difficult to think he was entirely human .	But the hound uses scent , and Taddy trusted entirely to his eyesight .	So vast was the arid track , with here and there a small oasis of shrubs and a hollow filled with water , that eleven days expired ere they came to a forest through which they must go .
bl08068	fragrance	Laburnums|The hyacinths									Yet sweet it is to think and see This home is spared by Change ' s hand , With every garden , shrub , and tree Still standing as they used to stand .	Were it not so , and Change should steal Through this loved scene from end to end When all had changed , should I not feel That I had lost another friend ? The lilacs raise their tufts of blue , Laburnums pour their liquid gold , The hyacinths of every hue Breathe fragrance forth a thousandfold A MEMORIAL POEM 17 And if thy creature seem so strong , It is thy strength that he doth prove .	From thee his living breath he drew , And in thy shadow gained his light ; Thy being out of darkness threw This great reflection of thy might .
bl08068	fragrance		more sweet								So doth the very Fatherhood of Love In vast compassion most divinely move Those eyes , alas ! we may no longer see ; But was not I that best and truest friend , Who saw them from their very infancy , And saw them beautiful unto the end ? And were they not so always wont to shine , With fuller sweetness in their youthful light , CHARLES DARWIN A MEMORIAL POEM B A MEMORIAL POEM 23 In yonder ever - whispering shade The birds still twitter , flit , and sing ; And can that mavis on the glade The one great change be pondering ? It runs , and peeps , and listening stands , Then runs a space , and lists again : No more , sweet bird , those bounteous hands On thee , or me , their gifts shall rain .	Again I walk in his own fields , And in their blossom bathe my feet ; I bless the fragrance that it yields , And feel the sweetness is more sweet Than ever breathed from meadow floor ; For , like the charm of magic spell , It opens wide a fastened door , Which closed on scenes I knew so well It seems I need but turn around To see him somewhere far or near , And that I soon shall hear the sound Of his bright voice break on mine ear .	The jangle of a world ' s discordant strife Hath slowly been resolved to harmony ; 36 SONNETS to THE MUSE I heard a poet to the gods complain , ' My muse is all so fitful , coy a maid That when my court most earnestly is paid She smileth at my ecstasies of pain , And shows her virgin shield of proud disdain : Yet , when abandoned , gentle and afraid Her voice will follow me o ' er hill and glade , To light anew a fever in my brain .
bl08068	smell	of slaughter									For Truth is changeless as thy marble face ; And Truth it was ' that Change did here embrace .	Our wisdom is to trust them good ? A mocking laugh strikes through the air A smell of slaughter , warm in blood ; The shrieks of anguish and despair ; The gasps of death , the cries of lust , With sounds of battle struggling fought ! Is this the darkness we can trust , And call it good ? Away the thought ! A TALE OF THE SEA 99 Then suddenly sung out the word , ' Let go , ' and down they went ! Good God ! a moment afterwards , with all our bodies bent Athwart the gunwale , not a sign or vestige could we find , So turned our eyes with horror to the waste of waves behind .	There , battling in the tempest , nine strong swim - mers might we see , Without a hope of helping them in their last agony , When , by the Mass , as down we dipped to star - board side again , We saw her high above our heads , and cheered with might and main ; For all the eight were pulling for their very lives away , Mixed up in mountain waves of foam and strug - gling in the spray .
bl08068	fragrance	of the flowery floor					I		on the breezy sunshine of a		O thou who thus unconsciously dost show The one perfection I have found , to thee I yield the highest reverence I owe ; And Gratitude the whole wide world must flee , Ere from this living heart it cease to flow , Or bless the all that thou hast been to me .	78 SONNETS TO ETHEL Ethel , thy name is as my breath to me , When on the breezy sunshine of a moor I draw the fragrance of the flowery floor , Or walk along the foaming of the sea , Where shores are lonely and the waves are free : It is the word to move a magic door , Where I , the fabled wanderer , lean and poor , Become more rich than kings in finding thee .	Ah , sweet my treasure , what have I to give For more than all the wealth of all the earth ? Oh , take my heart and mind and life and soul — Take all I have — take all I am ; the whole Is worthless , worthless unto such a worth , Though I should have ten thousand years to live .
bl08068	scent	miles		the breeze		of Achalibster Hill	us				O Lord , how wonderful are these Thy works ! Surely in wisdom hast Thou made them all ! On Thee , on Thee let now Thy servant call ! Arrayed in order did the world arise ; Arrayed in order doth it ever stand : 60 SONNETS TO MY SETTERS Most faithful children os your faithful clan , Embodiments of energy and grace , With eyes that glow in love , and on each face Intelligence that might become a man ! No clockwork ever made more truly ran Than you in your co - ordinated chase — Now fast and free , then statued to your place , A beauty group of black and white and tan .	Yes , fondle me to all your hearts ' content , You dear old Countess , Bango , Sam , and Jill : Ah , happy days those days together spent Amid the breeze of Achalibster Hill , With miles of heather bathing us in scent , And bags as full as we could care to fill .	INTRODUCTION XII pected .
bl08068	fragrant|fragrant		fragrant|fragrant	air		round my cottage					Enough for me the leafy woods to rove , And gather simple cups of morning dew , Or , in the fields and meadows that I love , Find beauty in their bells of every hue .	Thus round my cottage floats a fragrant air , And though the rustic plot be humbly laid , Yet , like the lilies gladly growing there , I have not toiled , but take what God has made .	My Lord Ambition passed , and smiled in scorn : I plucked a rose , and , lo ! it had no thorn .
bl08068	fragrance	he	the subtlest								Old England to the rescue ! Mother England , bless thy face ! Brave Britisher , press onward — onward — neck and neck thy race SONNETS 40 GLORIA MUNDI The flower fades while yet the grass is green ; The trees are standing with their blossom shed ; The child I loved hath drooped her lovely head , While reptiles crawl which Milton may have seen : The higher life , that everywhere hath been , To lower life returns ere it be dead ; And , when all remnant of the life hath fled , Eternal matter reigns as Nature ' s queen .	Man is the blossom of the Tree of Life , And mind the subtlest fragrance he doth bear ; So all that I have known , and thought , and felt , Of love , and hope , and fear , and peace , and strife , Before my very eyes ere long shall melt , As melts a morning mist into the air .	A MEMORIAL POEM 19 And then it is that zephyrs blow Beatitude on well - earned ease .
bl08069	perfumes	John									At the opposite end a single window similarly draped , commanded a view of a small garden laid out with narrow walks , and quaintly - shaped beds filled with the same old - fashioned flowers as might be seen in front , but with a certain admixture of other plants , such as pansies , York and Lancaster roses , and gilly - flowers , each in their season ; while encircling all , a broad border of plants and herbs — lavender , St .	John ' s wort , and others , useful for medicine or perfumes , showed .	that the mysteries of the still - room and herbarium were not unknown to the possessor .
bl08069	perfume	the costly flowers	almost oppressive			the room					For a Kins : ■ ' 121 stronghold ; he had looked with boyish enthusiasm to his first meeting with the Royalist chiefs , and he had hoped to find in Lord de Clare a willing and safe exponent of those principles of loyalty in which he had been reared , and which now , in his own person , he was eager and anxious to fulfil .	His eye glanced round , not so much upon the splendid furniture , the magnificent tapestry , the hangings of tawny and murray - coloured velvet , with which doors and win - dows were profusely draped ; the costly flowers that overflowed from the rich vases , and filled the room with almost oppressive perfume — as on the guests themselves .	It was the sight of a Royalist badge that Roland longed for ; the sound of a loyal name ; some tidings of his King , or of the Palatine , or of the ■ Queen — some mention of the war that was at hand .
bl08069	scenting					from afar					He had given worlds to burst his bonds , to break his prison , and cut his way through the enemy ' s ranks , or die in harness as a brave man should .	Anything better than to remain helpless ! — like a war - horse scenting the battle from afar , unable to move a step , to stir a hand , in the For a King ! 192 Shrewsbury was the emporium ; sometimes also took an airing in a coach in the environs of the town , or made a visit of ceremony to ( strictly neutral ) friends ; and most often ( and Maud liked this better than almost anything , as seeming to bring her within reach of Roland ) took gentle exercise along the broad promenade in front of the market - house — a promenade promenade not of great length certainly , but considered fashionable ; and where they were most likely to meet with friends , and become acquainted with the gossip of the day .	But though for a time it was very pleasant , there came an awakening , and as days passed on in swift succession , and brought her no nearer to her hope ' s fulfilment , Maud ' s spirits flagged visibly , and her eyes grew wistful almost as before .
bl08070	smell	of fire	bad				his				It is impossible to imagine a giddier pinnacle of temptation for a hot - blooded Spanish youth of genius , who at the age of twenty could not have been a friend and courtier of Xero without being plunged into every sort of moral temptation .	Let it be remembered in Lucan ' s honour , that if he did not escape from that furnace unscathed — if his hair had been singed and the smell of fire bad passed upon bis garments — he yet never showed himself lost to virtue .	In the midst of deplorable weakness he retained his conviction that freedom , and truth , and purity , were best .
bl08070	odours		delicious				The Romans				But the most admired invention of extravagance was the one iu which Otho had specially designed to outdo the luxury of Cæsar .	The Romans were devoted to delicious odours .	Nero had ordered perfumes to be sprinkled on the hair of his guests : but after this had been done to those who reclined at Otho ' s banquet , the boys who stood behind them took off their loose slippers aud bathed tlieir feet also in liquid essences — a device of which , up to this time , the luxury of au Apicius had never dreamed .
bl08070	perfumes|essences|essences	liquid essences|essences					Nero|his guests				The Romans were devoted to delicious odours .	Nero had ordered perfumes to be sprinkled on the hair of his guests : but after this had been done to those who reclined at Otho ' s banquet , the boys who stood behind them took off their loose slippers aud bathed tlieir feet also in liquid essences — a device of which , up to this time , the luxury of au Apicius had never dreamed .	And while the guests were still admiring this daring innovation , Otho made a sign with his jewelled hand to Polytimus , the chief favourite among his slaves , who immediately turned two taps of ivory and gold , and then , to the soft breathing of flutes , two fountains sprang into the air , from silver basins , aud refreshed the banqueters with a fine dew of the most exquisite fragrance .
bl08070	fragrance		the most exquisite								Nero had ordered perfumes to be sprinkled on the hair of his guests : but after this had been done to those who reclined at Otho ' s banquet , the boys who stood behind them took off their loose slippers aud bathed tlieir feet also in liquid essences — a device of which , up to this time , the luxury of au Apicius had never dreamed .	And while the guests were still admiring this daring innovation , Otho made a sign with his jewelled hand to Polytimus , the chief favourite among his slaves , who immediately turned two taps of ivory and gold , and then , to the soft breathing of flutes , two fountains sprang into the air , from silver basins , aud refreshed the banqueters with a fine dew of the most exquisite fragrance .	To those frivolous spirits all this unbridled materialism seemed to be the one thing which raised them nearest to the gods ; and they felt a thrill of delight when it was whispered that for that single supper Otho had expended a sum of four million sesterces .
bl08070	fragrant|fragrant|Smell	Benedict	fragrant|fragrant|sweet								The name of Nero has rotted for more than eighteen centuries , but to this day the memory of St .	Benedict is fragrant as his own roses ; for ' Only the actions of the just Smell sweet and blossom in the dust .	' 538 DARKNESS AND DAWN his Palace , or on the outer circus , were written , in chalk or coal , denunciations so stinging as to show that if blank walls are the paper of fools they may also be the avengers of tyrants .
bl08070	fragrant|fragrant	unguent	fragrant|fragrant								If he paid priceless sums for the perruque which no one could distinguish from his natural hair , and used only the costliest silver mirrors , she equalled his absurdities by having her mules shod with gold , and by keeping five hundred she - asses to supply the milk in which she bathed her entire person , with the object of keeping her beautiful complexion in all its softness of hue and contour .	And , when she travelled , the hot sunbeams were never allowed to embrown her cheeks , which she entirely entirely covered with a fine and fragrant unguent .	Otho was sincerely attached to her .
bl08070	fragrant|fragrant|perfume	saffron|of incense|jewels|flowers	fragrant|fragrant	air		on hundreds of altars					The Senate had gone forth in festal robes to meet and greet him .	As the champing steeds tossed their white manes and bore him slowly along , every door and window and roof and lattice was crowded with spectators , and the air was rent with shouts of ' Hail , Olympic , hail , Pythic victor ! Hail , sole perioclonices ! * Augustus , Augustus ! Hail , Xero - Hercules ! Xero - Apollo ! Hail , sacred voice ! Happy are they who hear it ! ' In street after street victims were immolated as he passed ; showers of fragrant saffron were sprinkled down ; the air was rich with the perfume of incense burning on hundreds of altars ; birds and little ornaments , and jewels and flowers were scattered over him .	It rained roses from tbe balconies full of matrons and maidens .
bl08070	fragrant|fragrant essences|essences	essences|essences	fragrant|fragrant							roses on the guests	The vaulted roof of one banquet - room was made to represent the heavens , and to revolve in imitation of the movements of the sun , moon , and stars .	The roof of another , fretted with gold and ivory , was so constructed as to shower roses on the guests , or to sprinkle them with the fine dew of fragrant essences .	Xero ' s own bedroom was a prodigy of gorgeousness .
bl08070	breathed|perfume			the soft wind		in the gardens of her villa					Though in patience long He waiteth , with exactness grinds He all .	' And , all the while , the nightingales in the gardens of her villa were pealing forth their ecstasy , and the stars shone , and the soft wind breathed of perfume .	389 POPPÆA VICTRIX She began to experience that there is a bliss in faith and hope and love which the world can neither give nor take away7 .
bl08070	fragrant|fragrant	woods|curiosities	fragrant|fragrant								On these slabs of marble stood some of the gold and silver plate which Augustus had ordered to be made out of the statuettes of precious metals which had been erected to him by too - adulatory provincials .	On other tables of ivory and fragrant woods lay engraved gems and cameos , or curiosities , brought from all lands .	The walls of the small but precious library were covered , in imitation of the famous library of Apollo , with medallions of the most famous Greek and Roman authors in repousse work of gold and silver , or moulded of Corinthian bronze .
bl08070	perfume	roses	better|mere								We have no need to consult barbarian Jews with insaue new mythologies .	' Pomponia and Claudia and Pudens were of necessity silent in that mixed company ; but they7 thought that the good soil of the Christian faith was the one thing lacking to Seneca , which might have made tbe roses of his moral teaching produce produce something better than mere perfume .	And if Titus had but laid aside the ignorant disdain which marked him in common with the mass of philosophic Pagans , his manly virtues might have shone forth with yet more beautiful lustre , and he might have been saved from tbe sins and errors wherewith he afterwards defiled a noble name .
bl08070	splendour						they				The whole atrium looked like a bed of flowers , and even the pavement flashed with the light of jewelled feet .	When the guests entered the vast triclinium they were almost dazzled with the display of splendour which greeted them .	Beautiful statues of youths stood round the room , holding in their bands lamps of gold , which filled the house with the fragrance of perfumed oil .
bl08070	fragrance|perfumed|perfumed|perfumed	lamps of gold|of perfumed|perfumed|perfumed oil	perfumed|perfumed|perfumed			the house					When the guests entered the vast triclinium they were almost dazzled with the display of splendour which greeted them .	Beautiful statues of youths stood round the room , holding in their bands lamps of gold , which filled the house with the fragrance of perfumed oil .	Other cressets of fantastic fantastic workmanship hung by golden chains from the gilded fretwork of the roof , which was so constructed that its aspect and colouring could be altered between each course , and that scented essences and little presents of flowers and ornaments could be showered down upon the guests .
bl08070	scented|scented essences		scented|scented								Beautiful statues of youths stood round the room , holding in their bands lamps of gold , which filled the house with the fragrance of perfumed oil .	Other cressets of fantastic fantastic workmanship hung by golden chains from the gilded fretwork of the roof , which was so constructed that its aspect and colouring could be altered between each course , and that scented essences and little presents of flowers and ornaments could be showered down upon the guests .	The great triclinia and sigma - tables of Mauretanian citron and ivory blazed with gold and silver .
bl08070	sprinkle|perfume						his			almost suffocated with	' He had thundered forth so loudly his indignant words that they rang through the whole amphitheatre , and the wildest tumult arose .	The Emperor cowered back in his seat , pale with superstitious terror , yet almost suffocated with rage ; and his favourite page , springing up from the low stool at his feet , began to sprinkle his face with perfume .	The Prætorians drew their swords , and in one moment would have slain the criminal who thus dared to blaspheme their human god .
bl08070	perfume	vials of rose - tinted alabaster				the chamber					' ' We thank Cæsar for his goodness , ' said the High Priest , once more making a low obeisance ; ' and we hope that be will deign to accept our present .	' The present was a golden box , in which were many vials of rose - tinted alabaster , full of the most precious balsam of Jericho , which filled the chamber with perfume as Josephus Josephus took it from an attendant slave and laid it at Xero ' s feet .	' This shall be for Poppæa , ' said the Emperor , ' and on her behalf I will send you p purple hanging for your Temple .
bl08070	perfumes			The awning							The vast audience required required a little rest .	The awning was sprinkled with perfumes .	perfumes .
bl08070	perfume	the eternal spring|its	heavenly	through the air							That life seemed to him but as the life of a great sinner whom God had forgiven , whom Christ had saved .	The winter of his trials was past , the eternal spring of the resurrection was breathing through the air its heavenly perfume .	Along the Appian road they passed , through the gate of Rome which still — nigh upon two thousand years afterwards — is called by his name .
bl08070	perfume	of flowers|blossoming trees		the air		From the near coast|from the gardens and					300 DARKNESS AND DAWN the rhythmic strokes of the rowers the sea flashed into brighter phosphorescence in the shadow of the boat , aud the waves rolled away in molten gold .	From the near coast , as they steered northwards , the air seemed to come laden with the perfume of flowers from the gardens and blossoming trees .	Countless spectators watched the gilded barque , and their torches glimmered along the crowded sands , and the music of their gay songs and serenades came to the happy voyagers .
bl08070	stench	of an unburied corpse whicli				by the roadside	Xero ' s horse				' ' Any news about Xero ? ' asked another traveller .	This was disturbing ; but it was a far more serious incident when Xero ' s horse swerved at the stench of an unburied corpse whicli lay by the roadside , and the handkerchief fell from his face .	For at that moment a discharged Prætorian chanced to pass , who not only recognised but saluted the Emperor , rendering rendering it too certain that the pursuers would soon be on his track .
bl08070	oozy|oozy sludge|sludge	sludge|sludge	oozy|oozy|so deep								By this time it was light .	It was the anniversary of tb murder of his wife , Octavia ! When the fugitives reached the path that led to Phaon ' s property , they let their horses run loose among the trees and brambles , and made their way7 to the back of the villa by a track through a bed of reeds where the oozy sludge was sometimes so deep that they had to fling a cloak over it to prevent their sinking in the mire .	' ' Well , Poppæa , ' said Otho , ' if it must be so it must .
bl08070	odour		sweet|subtle				her				' So , when Nero arrived , Poppæa met him , and , brief as was the interview , she had thrown into it all the sorcery of a potent enchantress .	A sweet and subtle odour seemed to wrap her round in its seductive atmosphere , and every word and look and gesture , while it was meant to seem exquisitely simple , had been profoundly studied with a view to its effect .	Poppæa was well aware that Nero was accustomed to effron - tery , and that Acte had won his heart by her maidenly reserve .
bl08070	perfumes		the most delicate								The haughty7 , beautiful , triumphant wife of Xero would not have dreamed of suffering any one to be admitted to her in a moment of sorrow and weakness , except the wife of Aulus Plautius .	To others she never appeared except in dresses such as the world could not paradel , paradel , surrounded by luxury , aud breathing of the most delicate perfumes .	But as Pomponia entered she did not even attempt to remove the stain of tears from her glowing cheeks , or to arrange the disordered tresses of her gleaming hair .
bl08070	perfumes	flowers	their sweetest					in the midnight			But I have them here , and will read parts of them to you if you like .	' She read to him the opening salutation , and on his expressing expressing astonishment that he could join ' much affliction ' with ' joy , ' she explained to him that this was the divine paradox of all Christianity , in which sorrow never destroyed joy , but sometimes brought out a deeper joy , even as there are flowers which pour forth their sweetest perfumes in the midnight .	Then she read him the exhortations to purity and holiness , 1 and asked him ' whether that sounded like the teaching of men who practised the evil deeds of which the Christians were accused by the popular voice .
bl08070	scented|scented|odorous|odorous	woods|leaves of|saffron	scented|scented|odorous|odorous								Quarrels were suspended suspended ; calumny was hushed .	Fires were kindled on every side , and fed with scented woods and leaves of odorous saffron .	The gilded fretwork of every temple - roof glimmered with twinkling reflections of the sacred flames .
bl08070	reek|fumes	of blood	suffocating	the whole atmosphere of the place							To see that none were shamming shamming dead , a figure entered disguised as Charon , who smote them with his hammer ; but the work of the sword had been done too faithfully — he only smote the corpses of the slain .	3 By this time the whole atmosphere of the place seemed to reek with the suffocating fumes of blood , which acted like 1 See Isidor .	Orig .
bl08070	reek	of blood		the air							He was accustomed to gaze unmoved on human pangs in the bloody realism of the amphitheatre , and to see slave after slave flung to the lions , with their arms bound in chains concealed with flowers .	But what scene of the circus , when the gilded chariots were reduced to a crashing wreck of collisions , in which the horses kicked one another aud their charioteers to death — what gladiatorial massacre , filling the air with the reek of blood , was for a moment comparable to the sight of Rome in flames ? The sublime horror of the moment stimulated in him all the genius of melodrama aud artificial epic .	Surrounded by bis parasites , be compared Rome , now to a virgin whom the tigers of flame devoured , now to a gladiator wrestling with troops of lions in the arena .
bl08070	reeking|perfume|smelt	of garlic					Vespasian|I|you				) and told him that he ought not to say plostra ( wagons ) but plaustra , he only resented the impertinence when he met him the next day by addressing him , not as Florus , but as Flaunts ( ( ^ AaOpo ? ) , or ' not worth much .	' When a youth came , reeking with perfume , to thank him for an appointment to the Prætorship , Vespasian , with a frown of disgust , said , ' I would have preferred that you smelt of garlic , ' and cancelled the dandy ' s office .	Tolerant and fearless , he resented no injuries , injuries , and ruled for ten years without making an enemy .
bl08070	perfumes		precious				the head of each guest				A boy was the lord of the world — a bad boy — who delighted in such monkey - tricks as taking his stand secretly on the summit of the proscenium in the theatre , setting the actors and pantomimes pantomimes by the ears , and flinging missiles at people ' s heads .	Shortly after his return to Rome he gave a banquet , and the chief new feature of the entertainment was that the head of each guest had been sprinkled with precious perfumes .	Otho determined that he would not be outdone .
bl08070	fragrance						he			that he lay quivering with joy	Bright bands had there clothed him in the robe of shining white , and had placed the wreath of lilies round his hair .	After that he looked up , and on every side of him were clouds of light , full of glittering ; faces ; and two other winged youths grasped him by the hands , and led him along a vista of light towards a throne , which looked like a sapphire ; but , before he could see who sat thereon , he awoke in such an ecstasy that he lay quivering with joy till the music and the fragrance died away .	Never in all his life had he experienced such unutterable blessedness , and it seemed to him as if he could never be unhappy again .
bl08070	odour	of blown roses					her				She had let loose over her shoulders the splendid ripples of her golden tresses .	An odour as of blown roses clung to her person and her robes .	Every jewel that she wore , whether ruby , or sapphire , or emerald , or diamond , was so arranged as to set off her soft and glowing complexion , and there was exquisite grace iu her way of handling the fan of peacock ' s feathers which swept in iridescent glory over her dress from the golden handle which drooped from her right 374 DARKNESS AND DAWN Claudia pressed her father ' s hand , and tears shone in her blue eyes .
bl08070	odours	walnut juice|Assyrian|Assyrian	Assyrian|Assyrian								She was unlike the other ladies of Roman society .	She never tinged her face with walnut juice , or painted it with rouge and cerussa , or reared her tresses into an elaborate edifice of curls , or sprinkled them with gold dust , or breathed of Assyrian odours .	Her life and her dress were exquisitely simple .
bl08070	smell		appetising			from the Temple of Mars	him				It was understood that , though the supper and its concomitant concomitant orgies were prolonged for hours , there was to be no deliberate drunkenness .	Claudius had habitually indulged in a voracity which , on one occasion , had made him turn aside from his own judgment - seat to intrude himself as a guest at one of the celebrated banquets of the Salian priests , of which the appetising smell had reached him from the Temple of Mars .	The misunderstanding between the between8 City and the army sprung from differences about Lnd ' The5 ' money quite as much as from differences about army .
bl08072	odour		ill				the|the Agitators				No threats of the soldiers or of Parliament could induce the citizens to pay their assessments , and without the assessments of the City the soldiers must either starve or make themselves unpopular by living at free quarter .	Necessarily , therefore , the citizens were in ill odour at head - quarters , and from time to time there was a talk amongst the Agitators of taking the law into their own hands .	On the 27th , the City authorities appeared at West Everard ' s minster , and laid before the Houses information information .
bl08074	aroma	del guarango									El guarango no es sino sino el aromo ( acacia farnesiana ) farnesiana ) y da como él una flor fragante en forma de pequeña pequeña mota .	La aroma del guarango es de un amarillo amarillo más subido y de un olor más intenso ; revela su procedencia procedencia agreste .	Bajo el epígrafe de Sombras horizontales describíamos describíamos así , más de veinticinco año há , ambos arbolitos : Y si estos del jardín habitadores Nos placen con su sombra y con sus flores , De los parajes solitarios gala , ¿ Quién del aromo iguala La vaguedad y el natural donaire .
bl08076	scented|scented	tresses	scented|scented								And fear not with me to talk .	' So saying , she ' d shake her mantle white , And strike him dumb with terror quite , As he saw a lovely head Held under her ami so soft and sweet , With scented tresses that flowed to her feet , — He ' d wish himself safe in This fair one , who carried her head in such a peculiar manner , like others of her kindred spirits , delighted to walk at the midnight hour , and would vanish at the first blush of early dawn ; and the great service she sought to have performed was to unearth A great and precious store Of sparkling goms and of golden ore , Close undor the sacred The beautiful fay was very generous in her promises , for she would say : — And you shall bo rich for evermore , For yours shall be all the golden store , And my necklace will fasten my But if he refused to help in such a dubious undertaking , Ho felt a fierce buffet upon his ear , And as ho shouted in rage and fear , ' I teavoE send bhee to thy place .	' The lady sprang , burning like furnace spark , And left him there in the fearful dark , To run a desperate Whether the lady has found some willing wight , and has thus been restored to her rightful place , or whether she still perambulates the road in search of help , I know not but such is the legend of the Goblin Well of Maesgarmon ' BANDY GUIDE TO MOLD .
bl08076	odorous|odorous		melodious|odorous|odorous	through|through the		through|through	his				66 veil between you and creation , and makes you blind and deaf ; and so it was now with Brother Meyrick , for thus reflecting , the monk walked on , his eyes fixed on the ground , but seeing nothing , and his arms folded on his breast , he descended into the valley , crossed the stream , passed through the woods and over the hills , the tower of the convent was lost in the distance , and at length he stopped ; he was on the verge of a vast forest , which extended as far as the eye could reach , like an ocean of verdure .	A thousand melodious sounds met his ears from every side , and an odorous breeze sighed through the leaves .	After casting an astonished look upon the soft obscurity which reigned in the wood , Meyrick entered with hesitation , as if he feared he were treading on forbidden ground .
